

Zone Ventilation Parameters

,,AirLoop Name,People Outdoor Air Rate - Rp [ft3/min-person],Zone Population - Pz,Area Outdoor Air Rate - Ra [ft3/min-ft2],Zone Floor Area - Az [ft2],Breathing Zone Outdoor Airflow - Vbz [ft3/min],Cooling Zone Air Distribution Effectiveness - Ez-clg,Cooling Zone Outdoor Airflow - Voz-clg [ft3/min],Heating Zone Air Distribution Effectiveness - Ez-htg,Heating Zone Outdoor Airflow - Voz-htg [ft3/min]
,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT3_BACKROW_TOPFLOOR,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT3_FRONTROW_TOPFLOOR,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT1_FRONTROW_TOPFLOOR,CENTRAL SYSTEM_UNIT1_FRONTROW_TOPFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT2_BACKROW_TOPFLOOR,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT2_FRONTROW_TOPFLOOR,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,LIVING_UNIT1_BACKROW_TOPFLOOR,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,0.000000,2.0000,0.000000,1200.55,0.0000,1.0000,0.0000,1.000,0.0000
,HEATEDBSMT,CENTRAL SYSTEM_UNITHEATEDBSMT,0.000000,0.0000,0.000000,7794.39,0.0000,1.0000,0.0000,1.000,0.0000


System Ventilation Parameters

,,People Outdoor Air Rate - Rp [ft3/min-person],Sum of Zone Population - Pz-sum,Area Outdoor Air Rate - Ra [ft3/min-ft2],Sum of Zone Floor Area - Az-sum [ft2],Breathing Zone Outdoor Airflow - Vbz [ft3/min],Cooling Zone Outdoor Airflow - Voz-clg [ft3/min],Heating Zone Outdoor Airflow - Voz-htg [ft3/min]
,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT1_FRONTROW_TOPFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,0.000000,2.00,0.000000,1200.5533,0.0000,0.0000,0.0000
,CENTRAL SYSTEM_UNITHEATEDBSMT,,0.00,0.000000,7794.3864,0.0000,0.0000,0.0000


Zone Ventilation Calculations for Cooling Design

,,AirLoop Name,Box Type,Zone Primary Airflow - Vpz [ft3/min],Zone Discharge Airflow - Vdz [ft3/min],Minimum Zone Primary Airflow - Vpz-min [ft3/min],Is Vpz-min calculated using the Standard 62.1 Simplified Procedure?,Zone Outdoor Airflow Cooling - Voz-clg [ft3/min],Primary Outdoor Air Fraction - Zpz,Primary Air Fraction - Ep,Secondary Recirculation Fraction- Er,Supply Air Fraction- Fa,Mixed Air Fraction - Fb,Outdoor Air Fraction - Fc,Zone Ventilation Efficiency - Evz
,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,459.7128,459.7128,459.7128,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,250.3165,250.3165,250.3165,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,347.4723,347.4723,347.4723,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,431.1693,431.1693,431.1693,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,245.0220,245.0220,245.0220,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,320.2195,320.2195,320.2195,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,464.8913,464.8913,464.8913,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,279.5222,279.5222,279.5222,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,376.7310,376.7310,376.7310,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,426.7185,426.7185,426.7185,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,273.0217,273.0217,273.0217,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,351.5921,351.5921,351.5921,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT3_BACKROW_TOPFLOOR,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,354.5348,354.5348,354.5348,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT3_FRONTROW_TOPFLOOR,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,378.9020,378.9020,378.9020,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT1_FRONTROW_TOPFLOOR,CENTRAL SYSTEM_UNIT1_FRONTROW_TOPFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,476.7084,476.7084,476.7084,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT2_BACKROW_TOPFLOOR,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,299.1944,299.1944,299.1944,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT2_FRONTROW_TOPFLOOR,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,300.7523,300.7523,300.7523,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT1_BACKROW_TOPFLOOR,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,453.2325,453.2325,453.2325,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,HEATEDBSMT,CENTRAL SYSTEM_UNITHEATEDBSMT,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,2358.0001,2358.0001,2358.0001,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000


System Ventilation Calculations for Cooling Design

,,Sum of Zone Primary Airflow - Vpz-sum [ft3/min],System Primary Airflow - Vps [ft3/min],Sum of Zone Discharge Airflow - Vdz-sum [ft3/min],Sum of Min Zone Primary Airflow - Vpz-min [ft3/min],Zone Outdoor Airflow Cooling - Voz-clg [ft3/min],Zone Ventilation Efficiency - Evz-min
,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,459.7128,459.7128,459.7128,459.7128,0.0000,1.0000
,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,250.3165,250.3165,250.3165,250.3165,0.0000,1.0000
,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,347.4723,347.4723,347.4723,347.4723,0.0000,1.0000
,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,431.1693,431.1693,431.1693,431.1693,0.0000,1.0000
,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,245.0220,245.0220,245.0220,245.0220,0.0000,1.0000
,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,320.2195,320.2195,320.2195,320.2195,0.0000,1.0000
,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,464.8913,464.8913,464.8913,464.8913,0.0000,1.0000
,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,279.5222,279.5222,279.5222,279.5222,0.0000,1.0000
,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,376.7310,376.7310,376.7310,376.7310,0.0000,1.0000
,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,426.7185,426.7185,426.7185,426.7185,0.0000,1.0000
,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,273.0217,273.0217,273.0217,273.0217,0.0000,1.0000
,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,351.5921,351.5921,351.5921,351.5921,0.0000,1.0000
,CENTRAL SYSTEM_UNIT1_FRONTROW_TOPFLOOR,476.7084,476.7084,476.7084,476.7084,0.0000,1.0000
,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,300.7523,300.7523,300.7523,300.7523,0.0000,1.0000
,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,378.9020,378.9020,378.9020,378.9020,0.0000,1.0000
,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,453.2325,453.2325,453.2325,453.2325,0.0000,1.0000
,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,299.1944,299.1944,299.1944,299.1944,0.0000,1.0000
,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,354.5348,354.5348,354.5348,354.5348,0.0000,1.0000
,CENTRAL SYSTEM_UNITHEATEDBSMT,2358.0001,2358.0001,2358.0001,2358.0001,0.0000,1.0000


Zone Ventilation Calculations for Heating Design

,,AirLoop Name,Box Type,Zone Primary Airflow - Vpz [ft3/min],Zone Discharge Airflow - Vdz [ft3/min],Minimum Zone Primary Airflow - Vpz-min [ft3/min],Is Vpz-min calculated using the Standard 62.1 Simplified Procedure?,Zone Outdoor Airflow Heating - Voz-htg [ft3/min],Primary Outdoor Air Fraction - Zpz,Primary Air Fraction - Ep,Secondary Recirculation Fraction- Er,Supply Air Fraction- Fa,Mixed Air Fraction - Fb,Outdoor Air Fraction - Fc,Zone Ventilation Efficiency - Evz
,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,459.7128,459.7128,459.7128,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,250.3165,250.3165,250.3165,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,347.4723,347.4723,347.4723,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,431.1693,431.1693,431.1693,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,245.0220,245.0220,245.0220,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,320.2195,320.2195,320.2195,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,464.8913,464.8913,464.8913,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,279.5222,279.5222,279.5222,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,376.7310,376.7310,376.7310,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,426.7185,426.7185,426.7185,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,273.0217,273.0217,273.0217,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,351.5921,351.5921,351.5921,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT3_BACKROW_TOPFLOOR,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,354.5348,354.5348,354.5348,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT3_FRONTROW_TOPFLOOR,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,378.9020,378.9020,378.9020,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT1_FRONTROW_TOPFLOOR,CENTRAL SYSTEM_UNIT1_FRONTROW_TOPFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,476.7084,476.7084,476.7084,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT2_BACKROW_TOPFLOOR,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,299.1944,299.1944,299.1944,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT2_FRONTROW_TOPFLOOR,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,300.7523,300.7523,300.7523,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,LIVING_UNIT1_BACKROW_TOPFLOOR,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,453.2325,453.2325,453.2325,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
,HEATEDBSMT,CENTRAL SYSTEM_UNITHEATEDBSMT,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,2358.0001,2358.0001,2358.0001,No,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000


System Ventilation Calculations for Heating Design

,,Sum of Zone Primary Airflow - Vpz-sum [ft3/min],System Primary Airflow - Vps [ft3/min],Sum of Zone Discharge Airflow - Vdz-sum [ft3/min],Sum of Min Zone Primary Airflow - Vpz-min [ft3/min],Zone Outdoor Airflow Heating - Voz-htg [ft3/min],Zone Ventilation Efficiency - Evz-min
,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,459.7128,459.7128,459.7128,459.7128,0.0000,1.0000
,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,250.3165,250.3165,250.3165,250.3165,0.0000,1.0000
,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,347.4723,347.4723,347.4723,347.4723,0.0000,1.0000
,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,431.1693,431.1693,431.1693,431.1693,0.0000,1.0000
,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,245.0220,245.0220,245.0220,245.0220,0.0000,1.0000
,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,320.2195,320.2195,320.2195,320.2195,0.0000,1.0000
,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,464.8913,464.8913,464.8913,464.8913,0.0000,1.0000
,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,279.5222,279.5222,279.5222,279.5222,0.0000,1.0000
,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,376.7310,376.7310,376.7310,376.7310,0.0000,1.0000
,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,426.7185,426.7185,426.7185,426.7185,0.0000,1.0000
,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,273.0217,273.0217,273.0217,273.0217,0.0000,1.0000
,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,351.5921,351.5921,351.5921,351.5921,0.0000,1.0000
,CENTRAL SYSTEM_UNIT1_FRONTROW_TOPFLOOR,476.7084,476.7084,476.7084,476.7084,0.0000,1.0000
,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,300.7523,300.7523,300.7523,300.7523,0.0000,1.0000
,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,378.9020,378.9020,378.9020,378.9020,0.0000,1.0000
,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,453.2325,453.2325,453.2325,453.2325,0.0000,1.0000
,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,299.1944,299.1944,299.1944,299.1944,0.0000,1.0000
,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,354.5348,354.5348,354.5348,354.5348,0.0000,1.0000
,CENTRAL SYSTEM_UNITHEATEDBSMT,2358.0001,2358.0001,2358.0001,2358.0001,0.0000,1.0000


----------------------------------------------------------------------------------------------------
REPORT:,LEED Summary
FOR:,Entire Facility
Sec1.1A-General Information

,,Data
,Weather File,ANNUAL ** Quebec.City-Ste.Foy-Univ.Laval QC CAN Custom-713920 WMO#=713920
,Total gross floor area [ft2],39005.22
,Principal Heating Source,Electricity


EAp2-1. Space Usage Type

,,Space Area [ft2],Regularly Occupied Area [ft2],Unconditioned Area [ft2],Typical Hours/Week in Operation [hr/wk]
,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,1200.55,1200.55,0.00,168.00
,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,1200.55,1200.55,0.00,168.00
,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,1200.55,1200.55,0.00,168.00
,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,1200.55,1200.55,0.00,168.00
,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,1200.55,1200.55,0.00,168.00
