Program Version:,EnergyPlus, Version 9.6.0-f420c06a69, YMD=2024.05.14 12:32
Tabular Output Report in Format: ,Comma

Building:,US+MF+CZ7+oilfurnace+slab+IECC_2021
Environment:,ANNUAL ** Quebec.City-Ste.Foy-Univ.Laval QC CAN Custom-713920 WMO#=713920

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over        24.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [kBtu],Energy Per Total Building Area [kBtu/ft2],Energy Per Conditioned Building Area [kBtu/ft2]
,Total Site Energy,5941.75,0.19,0.27
,Net Site Energy,5941.75,0.19,0.27
,Total Source Energy,9385.39,0.30,0.43
,Net Source Energy,9385.39,0.30,0.43


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating,3.613
,Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [ft2]
,Total Building Area,31210.83
,Net Conditioned Building Area,21609.96
,Unconditioned Building Area,9600.87


End Uses

,,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating [kBtu],Water [gal]
,Heating,0.00,4528.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,106.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,51.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,842.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,181.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,232.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,933.99
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,
,Total End Uses,1413.60,4528.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,933.99
Note: Natural gas appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating [kBtu],Water [gal]
,electric_mels:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_BACKROW_BOTTOMFLOOR,7.14,227.78,12-JAN-10:00,440.55,12-JAN-21:00
,IECC_adj:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_BACKROW_BOTTOMFLOOR,0.47,15.11,12-JAN-10:00,29.23,12-JAN-21:00
,InteriorEquipment:Electricity:Zone:LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,13.70,334.75,12-JAN-05:00,854.93,12-JAN-19:00
,dishwasher:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,0.44,1.50,12-JAN-04:00,48.90,12-JAN-20:00
,refrigerator:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,1.83,66.60,12-JAN-05:00,91.06,12-JAN-19:00
,clotheswasher:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,0.25,0.92,12-JAN-03:00,21.19,12-JAN-10:00
,electric_dryer:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,2.19,4.33,12-JAN-04:00,177.60,12-JAN-12:00
,electric_range:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,1.38,4.87,12-JAN-03:00,206.73,12-JAN-18:00
,television:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,electric_mels:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,7.14,227.78,12-JAN-10:00,440.55,12-JAN-21:00
,IECC_adj:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,0.47,15.11,12-JAN-10:00,29.23,12-JAN-21:00
,InteriorEquipment:Electricity:Zone:LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,13.70,334.75,12-JAN-05:00,854.93,12-JAN-19:00
,dishwasher:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,0.44,1.50,12-JAN-04:00,48.90,12-JAN-20:00
,refrigerator:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,1.83,66.60,12-JAN-05:00,91.06,12-JAN-19:00
,clotheswasher:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,0.25,0.92,12-JAN-03:00,21.19,12-JAN-10:00
,electric_dryer:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,2.19,4.33,12-JAN-04:00,177.60,12-JAN-12:00
,electric_range:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,1.38,4.87,12-JAN-03:00,206.73,12-JAN-18:00
,television:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,electric_mels:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,7.14,227.78,12-JAN-10:00,440.55,12-JAN-21:00
,IECC_adj:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,0.47,15.11,12-JAN-10:00,29.23,12-JAN-21:00
,InteriorEquipment:Electricity:Zone:LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,13.70,334.75,12-JAN-05:00,854.93,12-JAN-19:00
,dishwasher:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,0.44,1.50,12-JAN-04:00,48.90,12-JAN-20:00
,refrigerator:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,1.83,66.60,12-JAN-05:00,91.06,12-JAN-19:00
,clotheswasher:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,0.25,0.92,12-JAN-03:00,21.19,12-JAN-10:00
,electric_dryer:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,2.19,4.33,12-JAN-04:00,177.60,12-JAN-12:00
,electric_range:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,1.38,4.87,12-JAN-03:00,206.73,12-JAN-18:00
,television:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,electric_mels:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,7.14,227.78,12-JAN-10:00,440.55,12-JAN-21:00
,IECC_adj:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,0.47,15.11,12-JAN-10:00,29.23,12-JAN-21:00
,InteriorEquipment:Electricity:Zone:LIVING_UNIT1_BACKROW_MIDDLEFLOOR,13.70,334.75,12-JAN-05:00,854.93,12-JAN-19:00
,dishwasher:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_BACKROW_MIDDLEFLOOR,0.44,1.50,12-JAN-04:00,48.90,12-JAN-20:00
,refrigerator:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_BACKROW_MIDDLEFLOOR,1.83,66.60,12-JAN-05:00,91.06,12-JAN-19:00
,clotheswasher:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_BACKROW_MIDDLEFLOOR,0.25,0.92,12-JAN-03:00,21.19,12-JAN-10:00
,electric_dryer:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_BACKROW_MIDDLEFLOOR,2.19,4.33,12-JAN-04:00,177.60,12-JAN-12:00
,electric_range:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_BACKROW_MIDDLEFLOOR,1.38,4.87,12-JAN-03:00,206.73,12-JAN-18:00
,television:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_BACKROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,electric_mels:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_BACKROW_MIDDLEFLOOR,7.14,227.78,12-JAN-10:00,440.55,12-JAN-21:00
,IECC_adj:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_BACKROW_MIDDLEFLOOR,0.47,15.11,12-JAN-10:00,29.23,12-JAN-21:00
,InteriorEquipment:Electricity:Zone:LIVING_UNIT2_BACKROW_MIDDLEFLOOR,13.70,334.75,12-JAN-05:00,854.93,12-JAN-19:00
,dishwasher:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_BACKROW_MIDDLEFLOOR,0.44,1.50,12-JAN-04:00,48.90,12-JAN-20:00
,refrigerator:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_BACKROW_MIDDLEFLOOR,1.83,66.60,12-JAN-05:00,91.06,12-JAN-19:00
,clotheswasher:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_BACKROW_MIDDLEFLOOR,0.25,0.92,12-JAN-03:00,21.19,12-JAN-10:00
,electric_dryer:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_BACKROW_MIDDLEFLOOR,2.19,4.33,12-JAN-04:00,177.60,12-JAN-12:00
,electric_range:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_BACKROW_MIDDLEFLOOR,1.38,4.87,12-JAN-03:00,206.73,12-JAN-18:00
,television:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_BACKROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,electric_mels:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_BACKROW_MIDDLEFLOOR,7.14,227.78,12-JAN-10:00,440.55,12-JAN-21:00
,IECC_adj:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_BACKROW_MIDDLEFLOOR,0.47,15.11,12-JAN-10:00,29.23,12-JAN-21:00
,InteriorEquipment:Electricity:Zone:LIVING_UNIT3_BACKROW_MIDDLEFLOOR,13.70,334.75,12-JAN-05:00,854.93,12-JAN-19:00
,dishwasher:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_BACKROW_MIDDLEFLOOR,0.44,1.50,12-JAN-04:00,48.90,12-JAN-20:00
,refrigerator:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_BACKROW_MIDDLEFLOOR,1.83,66.60,12-JAN-05:00,91.06,12-JAN-19:00
,clotheswasher:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_BACKROW_MIDDLEFLOOR,0.25,0.92,12-JAN-03:00,21.19,12-JAN-10:00
,electric_dryer:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_BACKROW_MIDDLEFLOOR,2.19,4.33,12-JAN-04:00,177.60,12-JAN-12:00
,electric_range:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_BACKROW_MIDDLEFLOOR,1.38,4.87,12-JAN-03:00,206.73,12-JAN-18:00
,television:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_BACKROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,electric_mels:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_BACKROW_MIDDLEFLOOR,7.14,227.78,12-JAN-10:00,440.55,12-JAN-21:00
,IECC_adj:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_BACKROW_MIDDLEFLOOR,0.47,15.11,12-JAN-10:00,29.23,12-JAN-21:00
,InteriorEquipment:Electricity:Zone:LIVING_UNIT1_FRONTROW_TOPFLOOR,13.70,334.75,12-JAN-05:00,854.93,12-JAN-19:00
,dishwasher:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_FRONTROW_TOPFLOOR,0.44,1.50,12-JAN-04:00,48.90,12-JAN-20:00
,refrigerator:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_FRONTROW_TOPFLOOR,1.83,66.60,12-JAN-05:00,91.06,12-JAN-19:00
,clotheswasher:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_FRONTROW_TOPFLOOR,0.25,0.92,12-JAN-03:00,21.19,12-JAN-10:00
,electric_dryer:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_FRONTROW_TOPFLOOR,2.19,4.33,12-JAN-04:00,177.60,12-JAN-12:00
,electric_range:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_FRONTROW_TOPFLOOR,1.38,4.87,12-JAN-03:00,206.73,12-JAN-18:00
,television:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_FRONTROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,electric_mels:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_FRONTROW_TOPFLOOR,7.14,227.78,12-JAN-10:00,440.55,12-JAN-21:00
,IECC_adj:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_FRONTROW_TOPFLOOR,0.47,15.11,12-JAN-10:00,29.23,12-JAN-21:00
,InteriorEquipment:Electricity:Zone:LIVING_UNIT2_FRONTROW_TOPFLOOR,13.70,334.75,12-JAN-05:00,854.93,12-JAN-19:00
,dishwasher:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_FRONTROW_TOPFLOOR,0.44,1.50,12-JAN-04:00,48.90,12-JAN-20:00
,refrigerator:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_FRONTROW_TOPFLOOR,1.83,66.60,12-JAN-05:00,91.06,12-JAN-19:00
,clotheswasher:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_FRONTROW_TOPFLOOR,0.25,0.92,12-JAN-03:00,21.19,12-JAN-10:00
,electric_dryer:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_FRONTROW_TOPFLOOR,2.19,4.33,12-JAN-04:00,177.60,12-JAN-12:00
,electric_range:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_FRONTROW_TOPFLOOR,1.38,4.87,12-JAN-03:00,206.73,12-JAN-18:00
,television:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_FRONTROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,electric_mels:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_FRONTROW_TOPFLOOR,7.14,227.78,12-JAN-10:00,440.55,12-JAN-21:00
,IECC_adj:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_FRONTROW_TOPFLOOR,0.47,15.11,12-JAN-10:00,29.23,12-JAN-21:00
,InteriorEquipment:Electricity:Zone:LIVING_UNIT3_FRONTROW_TOPFLOOR,13.70,334.75,12-JAN-05:00,854.93,12-JAN-19:00
,dishwasher:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_FRONTROW_TOPFLOOR,0.44,1.50,12-JAN-04:00,48.90,12-JAN-20:00
,refrigerator:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_FRONTROW_TOPFLOOR,1.83,66.60,12-JAN-05:00,91.06,12-JAN-19:00
,clotheswasher:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_FRONTROW_TOPFLOOR,0.25,0.92,12-JAN-03:00,21.19,12-JAN-10:00
,electric_dryer:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_FRONTROW_TOPFLOOR,2.19,4.33,12-JAN-04:00,177.60,12-JAN-12:00
,electric_range:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_FRONTROW_TOPFLOOR,1.38,4.87,12-JAN-03:00,206.73,12-JAN-18:00
,television:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_FRONTROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,electric_mels:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_FRONTROW_TOPFLOOR,7.14,227.78,12-JAN-10:00,440.55,12-JAN-21:00
,IECC_adj:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_FRONTROW_TOPFLOOR,0.47,15.11,12-JAN-10:00,29.23,12-JAN-21:00
,InteriorEquipment:Electricity:Zone:LIVING_UNIT1_BACKROW_TOPFLOOR,13.70,334.75,12-JAN-05:00,854.93,12-JAN-19:00
,dishwasher:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_BACKROW_TOPFLOOR,0.44,1.50,12-JAN-04:00,48.90,12-JAN-20:00
,refrigerator:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_BACKROW_TOPFLOOR,1.83,66.60,12-JAN-05:00,91.06,12-JAN-19:00
,clotheswasher:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_BACKROW_TOPFLOOR,0.25,0.92,12-JAN-03:00,21.19,12-JAN-10:00
,electric_dryer:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_BACKROW_TOPFLOOR,2.19,4.33,12-JAN-04:00,177.60,12-JAN-12:00
,electric_range:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_BACKROW_TOPFLOOR,1.38,4.87,12-JAN-03:00,206.73,12-JAN-18:00
,television:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_BACKROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,electric_mels:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_BACKROW_TOPFLOOR,7.14,227.78,12-JAN-10:00,440.55,12-JAN-21:00
,IECC_adj:InteriorEquipment:Electricity:Zone:LIVING_UNIT1_BACKROW_TOPFLOOR,0.47,15.11,12-JAN-10:00,29.23,12-JAN-21:00
,InteriorEquipment:Electricity:Zone:LIVING_UNIT2_BACKROW_TOPFLOOR,13.70,334.75,12-JAN-05:00,854.93,12-JAN-19:00
,dishwasher:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_BACKROW_TOPFLOOR,0.44,1.50,12-JAN-04:00,48.90,12-JAN-20:00
,refrigerator:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_BACKROW_TOPFLOOR,1.83,66.60,12-JAN-05:00,91.06,12-JAN-19:00
,clotheswasher:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_BACKROW_TOPFLOOR,0.25,0.92,12-JAN-03:00,21.19,12-JAN-10:00
,electric_dryer:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_BACKROW_TOPFLOOR,2.19,4.33,12-JAN-04:00,177.60,12-JAN-12:00
,electric_range:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_BACKROW_TOPFLOOR,1.38,4.87,12-JAN-03:00,206.73,12-JAN-18:00
,television:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_BACKROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,electric_mels:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_BACKROW_TOPFLOOR,7.14,227.78,12-JAN-10:00,440.55,12-JAN-21:00
,IECC_adj:InteriorEquipment:Electricity:Zone:LIVING_UNIT2_BACKROW_TOPFLOOR,0.47,15.11,12-JAN-10:00,29.23,12-JAN-21:00
,InteriorEquipment:Electricity:Zone:LIVING_UNIT3_BACKROW_TOPFLOOR,13.70,334.75,12-JAN-05:00,854.93,12-JAN-19:00
,dishwasher:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_BACKROW_TOPFLOOR,0.44,1.50,12-JAN-04:00,48.90,12-JAN-20:00
,refrigerator:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_BACKROW_TOPFLOOR,1.83,66.60,12-JAN-05:00,91.06,12-JAN-19:00
,clotheswasher:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_BACKROW_TOPFLOOR,0.25,0.92,12-JAN-03:00,21.19,12-JAN-10:00
,electric_dryer:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_BACKROW_TOPFLOOR,2.19,4.33,12-JAN-04:00,177.60,12-JAN-12:00
,electric_range:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_BACKROW_TOPFLOOR,1.38,4.87,12-JAN-03:00,206.73,12-JAN-18:00
,television:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_BACKROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,electric_mels:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_BACKROW_TOPFLOOR,7.14,227.78,12-JAN-10:00,440.55,12-JAN-21:00
,IECC_adj:InteriorEquipment:Electricity:Zone:LIVING_UNIT3_BACKROW_TOPFLOOR,0.47,15.11,12-JAN-10:00,29.23,12-JAN-21:00
,Electricity:HVAC,53.18,1908.05,12-JAN-21:00,2717.87,12-JAN-10:00
,Cooling:Electricity,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,General:Cooling:Electricity,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Electricity:Plant,68.04,149.40,12-JAN-01:00,8420.65,12-JAN-07:00
,WaterSystems:Electricity,68.04,149.40,12-JAN-01:00,8420.65,12-JAN-07:00
,Fans:Electricity,53.18,1908.05,12-JAN-21:00,2717.87,12-JAN-10:00
,General:Fans:Electricity,36.98,1233.05,12-JAN-21:00,2042.87,12-JAN-10:00
,Ventilation:Fans:Electricity,16.20,675.00,12-JAN-01:00,675.00,12-JAN-01:00
,Fans:Electricity:Zone:LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Ventilation (simple):Fans:Electricity,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Ventilation (simple):Fans:Electricity:Zone:LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Fans:Electricity:Zone:LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Ventilation (simple):Fans:Electricity:Zone:LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Fans:Electricity:Zone:LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Ventilation (simple):Fans:Electricity:Zone:LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Fans:Electricity:Zone:LIVING_UNIT1_BACKROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Ventilation (simple):Fans:Electricity:Zone:LIVING_UNIT1_BACKROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Fans:Electricity:Zone:LIVING_UNIT2_BACKROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Ventilation (simple):Fans:Electricity:Zone:LIVING_UNIT2_BACKROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Fans:Electricity:Zone:LIVING_UNIT3_BACKROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Ventilation (simple):Fans:Electricity:Zone:LIVING_UNIT3_BACKROW_BOTTOMFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Fans:Electricity:Zone:LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Ventilation (simple):Fans:Electricity:Zone:LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Fans:Electricity:Zone:LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Ventilation (simple):Fans:Electricity:Zone:LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Fans:Electricity:Zone:LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Ventilation (simple):Fans:Electricity:Zone:LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Fans:Electricity:Zone:LIVING_UNIT1_BACKROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Ventilation (simple):Fans:Electricity:Zone:LIVING_UNIT1_BACKROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Fans:Electricity:Zone:LIVING_UNIT2_BACKROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Ventilation (simple):Fans:Electricity:Zone:LIVING_UNIT2_BACKROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Fans:Electricity:Zone:LIVING_UNIT3_BACKROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Ventilation (simple):Fans:Electricity:Zone:LIVING_UNIT3_BACKROW_MIDDLEFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Fans:Electricity:Zone:LIVING_UNIT1_FRONTROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Ventilation (simple):Fans:Electricity:Zone:LIVING_UNIT1_FRONTROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Fans:Electricity:Zone:LIVING_UNIT2_FRONTROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Ventilation (simple):Fans:Electricity:Zone:LIVING_UNIT2_FRONTROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Fans:Electricity:Zone:LIVING_UNIT3_FRONTROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
,Ventilation (simple):Fans:Electricity:Zone:LIVING_UNIT3_FRONTROW_TOPFLOOR,0.00,0.00,12-JAN-01:00,0.00,12-JAN-01:00
