,Interior Lighting,General,8.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,Exterior-Lights,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,Garage-Lights,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,dishwasher,1.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,refrigerator,5.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,clotheswasher,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,electric_dryer,7.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,electric_range,12.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,television,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,electric_mels,23.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,IECC_adj,1.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,General,5.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,Ventilation,2.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,Ventilation (simple),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,Domestic Hot Water,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20
,,Water Heater,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,Water Heater Parasitic,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,General,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,Source Energy End Use Components Summary
FOR:,Entire Facility
Values gathered over        24.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Source Energy End Use Components Summary

,,Source Electricity [kBtu],Source Natural Gas [kBtu],Source Gasoline [kBtu],Source Diesel [kBtu],Source Coal [kBtu],Source Fuel Oil No 1 [kBtu],Source Fuel Oil No 2 [kBtu],Source Propane [kBtu],Source Other Fuel 1 [kBtu],Source Other Fuel 2 [kBtu],Source District Cooling [kBtu],Source District Heating [kBtu]
,Heating,6654.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,335.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,163.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,2666.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,499.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,735.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,
,Total Source Energy End Use Components,11055.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00


Normalized Metrics
Source Energy End Use Components Per Conditioned Floor Area

,,Source Electricity [kBtu/ft2],Source Natural Gas [kBtu/ft2],Source Gasoline [kBtu/ft2],Source Diesel [kBtu/ft2],Source Coal [kBtu/ft2],Source Fuel Oil No 1 [kBtu/ft2],Source Fuel Oil No 2 [kBtu/ft2],Source Propane [kBtu/ft2],Source Other Fuel 1 [kBtu/ft2],Source Other Fuel 2 [kBtu/ft2],Source District Cooling [kBtu/ft2],Source District Heating [kBtu/ft2]
,Heating,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,
,Total Source Energy End Use Components,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00


Source Energy End Use Components Per Total Floor Area

,,Source Electricity [kBtu/ft2],Source Natural Gas [kBtu/ft2],Source Gasoline [kBtu/ft2],Source Diesel [kBtu/ft2],Source Coal [kBtu/ft2],Source Fuel Oil No 1 [kBtu/ft2],Source Fuel Oil No 2 [kBtu/ft2],Source Propane [kBtu/ft2],Source Other Fuel 1 [kBtu/ft2],Source Other Fuel 2 [kBtu/ft2],Source District Cooling [kBtu/ft2],Source District Heating [kBtu/ft2]
,Heating,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,
,Total Source Energy End Use Components,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,Component Sizing Summary
FOR:,Entire Facility
ZoneHVAC:EnergyRecoveryVentilator

,,User-Specified Supply Air Flow Rate [ft3/min],User-Specified Exhaust Air Flow Rate [ft3/min]
,ERV_UNIT1_FRONTROW_BOTTOMFLOOR,44.99,44.99
,ERV_UNIT2_FRONTROW_BOTTOMFLOOR,44.99,44.99
,ERV_UNIT3_FRONTROW_BOTTOMFLOOR,44.99,44.99
,ERV_UNIT1_BACKROW_BOTTOMFLOOR,44.99,44.99
,ERV_UNIT2_BACKROW_BOTTOMFLOOR,44.99,44.99
,ERV_UNIT3_BACKROW_BOTTOMFLOOR,44.99,44.99
,ERV_UNIT1_FRONTROW_MIDDLEFLOOR,44.99,44.99
,ERV_UNIT2_FRONTROW_MIDDLEFLOOR,44.99,44.99
,ERV_UNIT3_FRONTROW_MIDDLEFLOOR,44.99,44.99
,ERV_UNIT1_BACKROW_MIDDLEFLOOR,44.99,44.99
,ERV_UNIT2_BACKROW_MIDDLEFLOOR,44.99,44.99
,ERV_UNIT3_BACKROW_MIDDLEFLOOR,44.99,44.99
,ERV_UNIT3_BACKROW_TOPFLOOR,44.99,44.99
,ERV_UNIT3_FRONTROW_TOPFLOOR,44.99,44.99
,ERV_UNIT1_FRONTROW_TOPFLOOR,44.99,44.99
,ERV_UNIT2_BACKROW_TOPFLOOR,44.99,44.99
,ERV_UNIT2_FRONTROW_TOPFLOOR,44.99,44.99
,ERV_UNIT1_BACKROW_TOPFLOOR,44.99,44.99
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


Fan:OnOff

,,User-Specified Maximum Flow Rate [ft3/min],Design Size Maximum Flow Rate [ft3/min]
,OASUPPLYFAN_UNIT1_FRONTROW_BOTTOMFLOOR,44.99,
,OAEXHAUSTFAN_UNIT1_FRONTROW_BOTTOMFLOOR,44.99,
,OASUPPLYFAN_UNIT2_FRONTROW_BOTTOMFLOOR,44.99,
,OAEXHAUSTFAN_UNIT2_FRONTROW_BOTTOMFLOOR,44.99,
,OASUPPLYFAN_UNIT3_FRONTROW_BOTTOMFLOOR,44.99,
,OAEXHAUSTFAN_UNIT3_FRONTROW_BOTTOMFLOOR,44.99,
,OASUPPLYFAN_UNIT1_BACKROW_BOTTOMFLOOR,44.99,
,OAEXHAUSTFAN_UNIT1_BACKROW_BOTTOMFLOOR,44.99,
,OASUPPLYFAN_UNIT2_BACKROW_BOTTOMFLOOR,44.99,
,OAEXHAUSTFAN_UNIT2_BACKROW_BOTTOMFLOOR,44.99,
,OASUPPLYFAN_UNIT3_BACKROW_BOTTOMFLOOR,44.99,
,OAEXHAUSTFAN_UNIT3_BACKROW_BOTTOMFLOOR,44.99,
,OASUPPLYFAN_UNIT1_FRONTROW_MIDDLEFLOOR,44.99,
,OAEXHAUSTFAN_UNIT1_FRONTROW_MIDDLEFLOOR,44.99,
,OASUPPLYFAN_UNIT2_FRONTROW_MIDDLEFLOOR,44.99,
,OAEXHAUSTFAN_UNIT2_FRONTROW_MIDDLEFLOOR,44.99,
,OASUPPLYFAN_UNIT3_FRONTROW_MIDDLEFLOOR,44.99,
,OAEXHAUSTFAN_UNIT3_FRONTROW_MIDDLEFLOOR,44.99,
,OASUPPLYFAN_UNIT1_BACKROW_MIDDLEFLOOR,44.99,
,OAEXHAUSTFAN_UNIT1_BACKROW_MIDDLEFLOOR,44.99,
,OASUPPLYFAN_UNIT2_BACKROW_MIDDLEFLOOR,44.99,
,OAEXHAUSTFAN_UNIT2_BACKROW_MIDDLEFLOOR,44.99,
,OASUPPLYFAN_UNIT3_BACKROW_MIDDLEFLOOR,44.99,
,OAEXHAUSTFAN_UNIT3_BACKROW_MIDDLEFLOOR,44.99,
,OASUPPLYFAN_UNIT3_BACKROW_TOPFLOOR,44.99,
,OAEXHAUSTFAN_UNIT3_BACKROW_TOPFLOOR,44.99,
,OASUPPLYFAN_UNIT3_FRONTROW_TOPFLOOR,44.99,
,OAEXHAUSTFAN_UNIT3_FRONTROW_TOPFLOOR,44.99,
,OASUPPLYFAN_UNIT1_FRONTROW_TOPFLOOR,44.99,
,OAEXHAUSTFAN_UNIT1_FRONTROW_TOPFLOOR,44.99,
,OASUPPLYFAN_UNIT2_BACKROW_TOPFLOOR,44.99,
,OAEXHAUSTFAN_UNIT2_BACKROW_TOPFLOOR,44.99,
,OASUPPLYFAN_UNIT2_FRONTROW_TOPFLOOR,44.99,
,OAEXHAUSTFAN_UNIT2_FRONTROW_TOPFLOOR,44.99,
,OASUPPLYFAN_UNIT1_BACKROW_TOPFLOOR,44.99,
,OAEXHAUSTFAN_UNIT1_BACKROW_TOPFLOOR,44.99,
,SUPPLY FAN_UNIT1_FRONTROW_BOTTOMFLOOR,,471.24
,SUPPLY FAN_UNIT2_FRONTROW_BOTTOMFLOOR,,259.78
,SUPPLY FAN_UNIT3_FRONTROW_BOTTOMFLOOR,,378.44
,SUPPLY FAN_UNIT1_BACKROW_BOTTOMFLOOR,,435.33
,SUPPLY FAN_UNIT2_BACKROW_BOTTOMFLOOR,,251.63
,SUPPLY FAN_UNIT3_BACKROW_BOTTOMFLOOR,,354.34
,SUPPLY FAN_UNIT1_FRONTROW_MIDDLEFLOOR,,466.36
,SUPPLY FAN_UNIT2_FRONTROW_MIDDLEFLOOR,,278.84
,SUPPLY FAN_UNIT3_FRONTROW_MIDDLEFLOOR,,378.16
,SUPPLY FAN_UNIT1_BACKROW_MIDDLEFLOOR,,427.46
,SUPPLY FAN_UNIT2_BACKROW_MIDDLEFLOOR,,271.54
,SUPPLY FAN_UNIT3_BACKROW_MIDDLEFLOOR,,351.73
,SUPPLY FAN_UNIT1_FRONTROW_TOPFLOOR,,477.77
,SUPPLY FAN_UNIT2_FRONTROW_TOPFLOOR,,300.89
,SUPPLY FAN_UNIT3_FRONTROW_TOPFLOOR,,377.20
,SUPPLY FAN_UNIT1_BACKROW_TOPFLOOR,,454.26
,SUPPLY FAN_UNIT2_BACKROW_TOPFLOOR,,299.18
,SUPPLY FAN_UNIT3_BACKROW_TOPFLOOR,,351.63
,HEAT PUMP WATER HEATER FAN_UNIT1_FRONTROW_BOTTOMFLOOR,,160.01
,HEAT PUMP WATER HEATER FAN_UNIT2_FRONTROW_BOTTOMFLOOR,,160.01
,HEAT PUMP WATER HEATER FAN_UNIT3_FRONTROW_BOTTOMFLOOR,,160.01
,HEAT PUMP WATER HEATER FAN_UNIT1_BACKROW_BOTTOMFLOOR,,160.01
,HEAT PUMP WATER HEATER FAN_UNIT2_BACKROW_BOTTOMFLOOR,,160.01
,HEAT PUMP WATER HEATER FAN_UNIT3_BACKROW_BOTTOMFLOOR,,160.01
,HEAT PUMP WATER HEATER FAN_UNIT1_FRONTROW_MIDDLEFLOOR,,160.01
,HEAT PUMP WATER HEATER FAN_UNIT2_FRONTROW_MIDDLEFLOOR,,160.01
,HEAT PUMP WATER HEATER FAN_UNIT3_FRONTROW_MIDDLEFLOOR,,160.01
,HEAT PUMP WATER HEATER FAN_UNIT1_BACKROW_MIDDLEFLOOR,,160.01
,HEAT PUMP WATER HEATER FAN_UNIT2_BACKROW_MIDDLEFLOOR,,160.01
,HEAT PUMP WATER HEATER FAN_UNIT3_BACKROW_MIDDLEFLOOR,,160.01
,HEAT PUMP WATER HEATER FAN_UNIT1_FRONTROW_TOPFLOOR,,160.01
,HEAT PUMP WATER HEATER FAN_UNIT2_FRONTROW_TOPFLOOR,,160.01
,HEAT PUMP WATER HEATER FAN_UNIT3_FRONTROW_TOPFLOOR,,160.01
,HEAT PUMP WATER HEATER FAN_UNIT1_BACKROW_TOPFLOOR,,160.01
,HEAT PUMP WATER HEATER FAN_UNIT2_BACKROW_TOPFLOOR,,160.01
,HEAT PUMP WATER HEATER FAN_UNIT3_BACKROW_TOPFLOOR,,160.01
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


HeatExchanger:AirToAir:SensibleAndLatent

,,User-Specified Nominal Supply Air Flow Rate [ft3/min]
,OA_HEAT_RECOVERY_UNIT1_FRONTROW_BOTTOMFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT2_FRONTROW_BOTTOMFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT3_FRONTROW_BOTTOMFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT1_BACKROW_BOTTOMFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT2_BACKROW_BOTTOMFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT3_BACKROW_BOTTOMFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT1_FRONTROW_MIDDLEFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT2_FRONTROW_MIDDLEFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT3_FRONTROW_MIDDLEFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT1_BACKROW_MIDDLEFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT2_BACKROW_MIDDLEFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT3_BACKROW_MIDDLEFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT3_BACKROW_TOPFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT3_FRONTROW_TOPFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT1_FRONTROW_TOPFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT2_BACKROW_TOPFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT2_FRONTROW_TOPFLOOR,44.99
,OA_HEAT_RECOVERY_UNIT1_BACKROW_TOPFLOOR,44.99
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


AirTerminal:SingleDuct:ConstantVolume:NoReheat

,,Design Size Maximum Air Flow Rate [ft3/min]
,ZONEDIRECTAIR_UNIT1_FRONTROW_BOTTOMFLOOR,471.24
,ZONEDIRECTAIR_UNIT2_FRONTROW_BOTTOMFLOOR,259.78
,ZONEDIRECTAIR_UNIT3_FRONTROW_BOTTOMFLOOR,378.44
,ZONEDIRECTAIR_UNIT1_BACKROW_BOTTOMFLOOR,435.33
,ZONEDIRECTAIR_UNIT2_BACKROW_BOTTOMFLOOR,251.63
,ZONEDIRECTAIR_UNIT3_BACKROW_BOTTOMFLOOR,354.34
,ZONEDIRECTAIR_UNIT1_FRONTROW_MIDDLEFLOOR,466.36
,ZONEDIRECTAIR_UNIT2_FRONTROW_MIDDLEFLOOR,278.84
,ZONEDIRECTAIR_UNIT3_FRONTROW_MIDDLEFLOOR,378.16
,ZONEDIRECTAIR_UNIT1_BACKROW_MIDDLEFLOOR,427.46
,ZONEDIRECTAIR_UNIT2_BACKROW_MIDDLEFLOOR,271.54
,ZONEDIRECTAIR_UNIT3_BACKROW_MIDDLEFLOOR,351.73
,ZONEDIRECTAIR_UNIT3_BACKROW_TOPFLOOR,351.63
,ZONEDIRECTAIR_UNIT3_FRONTROW_TOPFLOOR,377.20
,ZONEDIRECTAIR_UNIT1_FRONTROW_TOPFLOOR,477.77
,ZONEDIRECTAIR_UNIT2_BACKROW_TOPFLOOR,299.18
,ZONEDIRECTAIR_UNIT2_FRONTROW_TOPFLOOR,300.89
,ZONEDIRECTAIR_UNIT1_BACKROW_TOPFLOOR,454.26
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


AirLoopHVAC

,,Sum of Air Terminal Maximum Heating Flow Rates [ft3/min],Sum of Air Terminal Minimum Heating Flow Rates [ft3/min],Sum of Air Terminal Maximum Flow Rates [ft3/min],Adjusted Heating Design Air Flow Rate [ft3/min],Adjusted Cooling Design Air Flow Rate [ft3/min],Adjusted Main Design Air Flow Rate [ft3/min],User Heating Air Flow Ratio [],Calculated Heating Air Flow Ratio [],Design Supply Air Flow Rate [ft3/min]
,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,471.24,471.24,471.24,471.24,471.24,471.24,1.00,1.00,471.24
,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,259.78,259.78,259.78,259.78,259.78,259.78,1.00,1.00,259.78
,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,378.44,378.44,378.44,378.44,378.44,378.44,1.00,1.00,378.44
,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,435.33,435.33,435.33,435.33,435.33,435.33,1.00,1.00,435.33
,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,251.63,251.63,251.63,251.63,251.63,251.63,1.00,1.00,251.63
,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,354.34,354.34,354.34,354.34,354.34,354.34,1.00,1.00,354.34
,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,466.36,466.36,466.36,466.36,466.36,466.36,1.00,1.00,466.36
,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,278.84,278.84,278.84,278.84,278.84,278.84,1.00,1.00,278.84
,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,378.16,378.16,378.16,378.16,378.16,378.16,1.00,1.00,378.16
,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,427.46,427.46,427.46,427.46,427.46,427.46,1.00,1.00,427.46
,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,271.54,271.54,271.54,271.54,271.54,271.54,1.00,1.00,271.54
,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,351.73,351.73,351.73,351.73,351.73,351.73,1.00,1.00,351.73
,CENTRAL SYSTEM_UNIT1_FRONTROW_TOPFLOOR,477.77,477.77,477.77,477.77,477.77,477.77,1.00,1.00,477.77
,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,300.89,300.89,300.89,300.89,300.89,300.89,1.00,1.00,300.89
,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,377.20,377.20,377.20,377.20,377.20,377.20,1.00,1.00,377.20
,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,454.26,454.26,454.26,454.26,454.26,454.26,1.00,1.00,454.26
,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,299.18,299.18,299.18,299.18,299.18,299.18,1.00,1.00,299.18
,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,351.63,351.63,351.63,351.63,351.63,351.63,1.00,1.00,351.63
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


Coil:Cooling:DX:SingleSpeed

,,Design Size Rated Air Flow Rate [ft3/min],Design Size Gross Rated Total Cooling Capacity [ton],Design Size Gross Rated Sensible Heat Ratio
,DX COOLING COIL_UNIT1_FRONTROW_BOTTOMFLOOR,471.24,1.05,0.800655
,DX COOLING COIL_UNIT2_FRONTROW_BOTTOMFLOOR,259.78,0.595660,0.800209
,DX COOLING COIL_UNIT3_FRONTROW_BOTTOMFLOOR,378.44,0.840731,0.800655
,DX COOLING COIL_UNIT1_BACKROW_BOTTOMFLOOR,435.33,0.967107,0.800655
,DX COOLING COIL_UNIT2_BACKROW_BOTTOMFLOOR,251.63,0.584677,0.800518
,DX COOLING COIL_UNIT3_BACKROW_BOTTOMFLOOR,354.34,0.787184,0.800655
,DX COOLING COIL_UNIT1_FRONTROW_MIDDLEFLOOR,466.36,1.04,0.800655
,DX COOLING COIL_UNIT2_FRONTROW_MIDDLEFLOOR,278.84,0.619473,0.800655
,DX COOLING COIL_UNIT3_FRONTROW_MIDDLEFLOOR,378.16,0.840100,0.800655
,DX COOLING COIL_UNIT1_BACKROW_MIDDLEFLOOR,427.46,0.949628,0.800655
,DX COOLING COIL_UNIT2_BACKROW_MIDDLEFLOOR,271.54,0.605711,0.800165
,DX COOLING COIL_UNIT3_BACKROW_MIDDLEFLOOR,351.73,0.781389,0.800655
,DX COOLING COIL_UNIT1_FRONTROW_TOPFLOOR,477.77,1.06,0.800655
,DX COOLING COIL_UNIT2_FRONTROW_TOPFLOOR,300.89,0.670496,0.800531
,DX COOLING COIL_UNIT3_FRONTROW_TOPFLOOR,377.20,0.837989,0.800655
,DX COOLING COIL_UNIT1_BACKROW_TOPFLOOR,454.26,1.01,0.800655
,DX COOLING COIL_UNIT2_BACKROW_TOPFLOOR,299.18,0.669046,0.800243
,DX COOLING COIL_UNIT3_BACKROW_TOPFLOOR,351.63,0.781172,0.800655
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


AirLoopHVAC:UnitaryHeatCool

,,Supply Air Flow Rate [ft3/min],Supply Air Flow Rate During Heating Operation [ft3/min],Supply Air Flow Rate During Cooling Operation [ft3/min],Nominal Heating Capacity [Btu/h],Nominal Cooling Capacity [ton],Fraction of Supply Air Flow That Goes Through the Controlling Zone
,ACANDF_UNIT1_FRONTROW_BOTTOMFLOOR,471.24,471.24,471.24,14667.75,1.05,1.00
,ACANDF_UNIT2_FRONTROW_BOTTOMFLOOR,259.78,259.78,259.78,11592.23,0.595660,1.00
,ACANDF_UNIT3_FRONTROW_BOTTOMFLOOR,378.44,378.44,378.44,14675.14,0.840731,1.00
,ACANDF_UNIT1_BACKROW_BOTTOMFLOOR,435.33,435.33,435.33,14670.85,0.967107,1.00
,ACANDF_UNIT2_BACKROW_BOTTOMFLOOR,251.63,251.63,251.63,11592.75,0.584677,1.00
,ACANDF_UNIT3_BACKROW_BOTTOMFLOOR,354.34,354.34,354.34,14673.16,0.787184,1.00
,ACANDF_UNIT1_FRONTROW_MIDDLEFLOOR,466.36,466.36,466.36,12586.91,1.04,1.00
,ACANDF_UNIT2_FRONTROW_MIDDLEFLOOR,278.84,278.84,278.84,9503.87,0.619473,1.00
,ACANDF_UNIT3_FRONTROW_MIDDLEFLOOR,378.16,378.16,378.16,12587.81,0.840100,1.00
,ACANDF_UNIT1_BACKROW_MIDDLEFLOOR,427.46,427.46,427.46,12588.53,0.949628,1.00
,ACANDF_UNIT2_BACKROW_MIDDLEFLOOR,271.54,271.54,271.54,9503.10,0.605711,1.00
,ACANDF_UNIT3_BACKROW_MIDDLEFLOOR,351.73,351.73,351.73,12584.66,0.781389,1.00
